     PKT_No. 	    TimeStamp 	    ax(m/s^2) 	    ay(m/s^2) 	    az(m/s^2) 	    gx(rad/s) 	    gy(rad/s) 	    gz(rad/s) 
        11614 	       23.936 	        -2.56 	        -8.40 	         1.63 	        -2.93 	         0.22 	        -0.06 
        11615 	       23.952 	        -2.60 	        -8.50 	         1.18 	        -2.31 	         0.14 	         0.16 
        11616 	       23.968 	        -2.76 	        -8.66 	         1.60 	        -2.17 	         0.39 	         0.27 
        11617 	       23.984 	        -2.66 	        -9.15 	         1.56 	        -2.23 	         0.15 	         0.26 
        11618 	       24.000 	        -2.72 	        -9.31 	         1.21 	        -1.77 	         0.07 	         0.08 
        11619 	       24.016 	        -3.35 	        -9.20 	         1.32 	        -1.90 	        -0.10 	         0.10 
        11620 	       24.032 	        -2.92 	        -9.50 	         0.32 	        -1.70 	        -0.28 	         0.04 
        11621 	       24.048 	        -3.01 	        -9.08 	         0.15 	        -1.18 	        -0.26 	         0.07 
        11622 	       24.064 	        -2.79 	        -9.05 	        -0.71 	        -0.97 	        -0.17 	         0.11 
        11623 	       24.080 	        -2.62 	        -9.35 	        -1.16 	        -0.73 	        -0.09 	         0.17 
        11624 	       24.096 	        -2.76 	        -9.72 	        -1.28 	        -0.59 	         0.03 	         0.12 
        11625 	       24.112 	        -3.30 	        -9.60 	        -0.91 	        -0.34 	        -0.09 	         0.15 
        11626 	       24.128 	        -3.46 	        -9.60 	        -0.43 	        -0.16 	        -0.19 	         0.18 
        11627 	       24.144 	        -3.39 	        -9.51 	        -0.70 	        -0.07 	        -0.17 	         0.18 
        11628 	       24.160 	        -3.38 	        -9.66 	        -0.49 	         0.25 	        -0.26 	         0.15 
        11629 	       24.176 	        -3.75 	        -9.70 	        -0.45 	         0.48 	        -0.44 	         0.20 
        11630 	       24.192 	        -3.68 	        -9.56 	        -0.75 	         0.66 	        -0.39 	         0.22 
        11631 	       24.208 	        -3.60 	        -9.90 	        -0.62 	         0.98 	        -0.43 	         0.10 
        11632 	       24.224 	        -3.65 	        -9.81 	        -0.46 	         1.57 	        -0.52 	        -0.31 
        11633 	       24.240 	        -3.51 	        -9.61 	        -0.08 	         2.01 	        -0.63 	        -0.23 
        11634 	       24.256 	        -3.39 	        -9.28 	        -0.46 	         2.65 	        -0.69 	        -0.38 
        11635 	       24.272 	        -3.03 	        -8.96 	        -0.25 	         3.16 	        -0.88 	        -0.28 
        11636 	       24.288 	        -2.54 	        -9.40 	        -0.27 	         3.77 	        -1.31 	        -0.63 
        11637 	       24.304 	        -2.66 	        -8.00 	         1.79 	         3.68 	        -1.52 	        -0.05 
        11638 	       24.320 	        -2.32 	        -7.99 	         2.00 	         3.14 	        -1.59 	         0.03 
        11639 	       24.336 	        -1.76 	        -7.05 	         2.13 	         3.48 	        -1.62 	        -0.11 
        11640 	       24.352 	        -1.45 	        -6.44 	         2.98 	         3.43 	        -1.67 	         0.17 
        11641 	       24.368 	        -1.69 	        -6.32 	         3.01 	         3.62 	        -1.63 	         0.01 
        11642 	       24.384 	        -1.38 	        -6.83 	         3.07 	         3.83 	        -1.60 	        -0.13 
        11643 	       24.400 	        -1.18 	        -6.32 	         4.68 	         4.17 	        -1.99 	        -0.11 
        11644 	       24.416 	        -1.05 	        -6.10 	         5.78 	         4.22 	        -2.33 	        -0.07 
        11645 	       24.432 	        -1.71 	        -4.94 	         6.18 	         4.31 	        -2.17 	         0.09 
        11646 	       24.448 	        -0.76 	        -4.71 	         7.16 	         4.17 	        -2.43 	         0.10 
        11647 	       24.464 	        -0.42 	        -3.94 	         7.51 	         4.12 	        -2.26 	         0.10 
        11648 	       24.480 	         0.67 	        -3.33 	         8.60 	         4.11 	        -2.32 	         0.17 
        11649 	       24.496 	         0.54 	        -2.38 	         9.38 	         3.90 	        -2.14 	         0.21 
        11650 	       24.512 	         0.64 	        -2.59 	        10.11 	         3.69 	        -2.11 	         0.21 
        11651 	       24.528 	         0.95 	        -1.94 	        10.90 	         3.48 	        -2.16 	         0.23 
        11652 	       24.544 	         0.62 	        -1.51 	        11.32 	         3.15 	        -2.09 	         0.33 
        11653 	       24.560 	         0.61 	        -1.25 	        11.76 	         2.92 	        -1.81 	         0.60 
        11654 	       24.576 	         0.87 	        -1.26 	        11.96 	         2.46 	        -1.40 	         0.34 
        11655 	       24.592 	         0.70 	        -0.95 	        12.11 	         1.83 	        -0.78 	        -0.05 
        11656 	       24.608 	         1.24 	        -0.63 	        11.43 	         1.32 	        -0.25 	        -0.32 
        11657 	       24.624 	         1.56 	        -0.49 	        10.57 	         1.07 	        -0.01 	        -0.34 
        11658 	       24.640 	         1.64 	        -0.46 	        10.15 	         0.91 	         0.11 	        -0.29 
        11659 	       24.656 	         2.23 	        -0.53 	        10.15 	         2.08 	        -0.47 	         0.01 
        11660 	       24.672 	        -3.49 	         1.68 	        15.40 	         0.14 	         3.18 	         0.25 
        11661 	       24.688 	         0.50 	        -1.61 	         9.45 	        -0.13 	         1.17 	        -0.80 
        11662 	       24.704 	         3.25 	         0.35 	         9.43 	         0.16 	         1.09 	        -0.22 
        11663 	       24.720 	         0.97 	         0.48 	        10.09 	        -0.03 	         1.21 	         0.60 
        11664 	       24.736 	        -0.31 	        -0.83 	        10.23 	         0.30 	         0.05 	         0.45 
        11665 	       24.752 	         0.63 	        -1.14 	         9.96 	         0.03 	         0.03 	         0.26 
        11666 	       24.768 	         0.03 	        -0.59 	         9.88 	        -0.01 	         0.00 	         0.08 
        11667 	       24.784 	         1.48 	         0.16 	        10.28 	        -0.13 	        -0.03 	         0.38 
        11668 	       24.800 	        -0.32 	        -0.16 	        10.47 	        -0.18 	        -0.36 	         0.91 
        11669 	       24.816 	         0.41 	        -0.33 	        10.14 	        -0.21 	        -0.97 	         0.85 
        11670 	       24.832 	         1.24 	        -0.58 	        10.03 	        -0.14 	        -1.26 	         0.66 
        11671 	       24.848 	         1.57 	        -0.01 	        10.31 	         0.14 	        -1.83 	         0.58 
        11672 	       24.864 	         0.93 	         0.20 	        10.63 	         0.68 	        -1.95 	         0.41 
        11673 	       24.880 	         1.22 	        -0.41 	        10.42 	         0.78 	        -1.92 	         0.32 
        11674 	       24.896 	         1.57 	        -0.38 	        10.56 	         1.08 	        -2.07 	         0.40 
        11675 	       24.912 	         1.78 	        -0.11 	        10.56 	         1.09 	        -2.17 	         0.33 
        11676 	       24.928 	         2.09 	        -0.38 	         9.87 	         0.90 	        -2.42 	        -0.04 
        11677 	       24.944 	         2.06 	         0.09 	         9.22 	         0.57 	        -1.89 	        -0.51 
        11678 	       24.960 	         0.78 	         0.60 	         8.04 	         0.02 	        -1.87 	        -0.43 
        11679 	       24.976 	         2.57 	        -0.09 	         9.04 	         0.01 	        -1.35 	        -0.16 
        11680 	       24.992 	         2.84 	        -0.77 	         8.44 	         0.22 	        -0.91 	        -0.45 
        11681 	       25.008 	         2.97 	        -0.92 	         7.95 	         0.69 	        -0.47 	        -0.76 
        11682 	       25.024 	         2.63 	        -0.10 	         7.62 	         0.90 	        -0.65 	        -0.87 
        11683 	       25.040 	         3.16 	         0.82 	         8.48 	         1.24 	        -0.89 	        -0.95 
        11684 	       25.056 	         3.60 	         1.97 	         7.86 	         1.79 	        -0.40 	        -0.82 
        11685 	       25.072 	         3.31 	         1.47 	         6.68 	         2.04 	        -0.71 	        -0.27 
        11686 	       25.088 	         2.96 	         1.00 	         6.94 	         1.75 	        -0.42 	        -0.08 
        11687 	       25.104 	        -0.70 	         4.04 	        12.35 	        -0.22 	         2.80 	        -1.04 
        11688 	       25.120 	         3.64 	         1.34 	        10.41 	         0.11 	         0.18 	        -0.66 
        11689 	       25.136 	         5.78 	         2.87 	         8.09 	        -0.16 	         1.36 	        -0.73 
        11690 	       25.152 	         3.51 	         2.15 	         8.26 	         0.07 	         1.43 	        -0.54 
        11691 	       25.168 	         3.16 	         1.91 	         9.28 	         0.16 	         0.50 	        -0.18 
        11692 	       25.184 	         3.07 	         1.67 	         9.25 	         0.13 	         0.41 	        -0.07 
        11693 	       25.200 	         2.68 	         2.01 	         9.28 	         0.08 	         0.44 	         0.08 
        11694 	       25.216 	         2.86 	         2.10 	         9.12 	         0.11 	         0.56 	         0.13 
        11695 	       25.232 	         2.97 	         2.15 	         9.21 	         0.09 	         0.41 	         0.27 
        11696 	       25.248 	         1.89 	         2.04 	         9.99 	         0.16 	         0.49 	         0.30 
        11697 	       25.264 	         2.80 	         2.15 	         9.44 	         0.40 	         0.39 	         0.44 
        11698 	       25.280 	         1.89 	         1.64 	         9.44 	         0.21 	         0.57 	         0.21 
        11699 	       25.296 	         2.11 	         1.88 	         9.32 	         0.09 	         0.51 	         0.14 
        11700 	       25.312 	         2.37 	         2.07 	         9.37 	         0.05 	         0.38 	         0.09 
        11701 	       25.328 	         1.95 	         1.96 	         9.50 	        -0.14 	         0.49 	        -0.06 
        11702 	       25.344 	         2.15 	         2.22 	         9.46 	        -0.07 	         0.39 	        -0.05 
        11703 	       25.360 	         2.31 	         2.33 	         9.37 	         0.03 	         0.19 	         0.04 
        11704 	       25.376 	         1.60 	         1.94 	         9.24 	         0.00 	         0.18 	        -0.01 
        11705 	       25.392 	         1.73 	         1.93 	         9.38 	        -0.09 	         0.16 	        -0.00 
        11706 	       25.408 	         2.05 	         2.13 	         9.50 	        -0.23 	         0.20 	        -0.04 
        11707 	       25.424 	         2.05 	         1.98 	         9.41 	        -0.25 	         0.17 	        -0.05 
        11708 	       25.440 	         1.47 	         2.09 	         9.25 	        -0.39 	         0.17 	        -0.13 
        11709 	       25.456 	         2.10 	         1.99 	         9.37 	        -0.61 	         0.22 	        -0.30 
        11710 	       25.472 	         1.59 	         1.78 	         9.52 	        -0.63 	         0.33 	        -0.41 
        11711 	       25.488 	         1.61 	         1.89 	         9.58 	        -0.59 	         0.40 	        -0.29 
        11712 	       25.504 	         1.54 	         1.83 	         9.66 	        -0.61 	         0.47 	        -0.25 
        11713 	       25.520 	         1.52 	         1.51 	         9.49 	        -0.66 	         0.59 	        -0.28 
        11714 	       25.536 	         1.17 	         1.28 	         9.68 	        -0.81 	         0.78 	        -0.36 
        11715 	       25.552 	         0.52 	         0.74 	         9.95 	        -1.06 	         1.10 	        -0.51 
        11716 	       25.568 	         0.15 	         0.23 	        10.33 	        -1.48 	         1.47 	        -0.57 
        11717 	       25.584 	         0.22 	         0.32 	        10.43 	        -1.82 	         1.61 	        -0.68 
        11718 	       25.600 	         0.20 	         0.18 	        10.00 	        -2.09 	         1.72 	        -0.72 
        11719 	       25.616 	         0.45 	        -0.25 	         9.47 	        -1.96 	         1.72 	        -0.54 
        11720 	       25.632 	         0.62 	        -0.14 	         9.08 	        -1.56 	         1.43 	        -0.30 
        11721 	       25.648 	         0.46 	        -0.27 	         8.80 	        -0.88 	         0.87 	         0.01 
        11722 	       25.664 	        -0.57 	        -1.58 	         7.74 	        -0.47 	        -0.41 	         0.67 
        11723 	       25.680 	         0.76 	        -1.24 	         8.55 	         0.07 	         0.00 	         0.59 
        11724 	       25.696 	         0.13 	        -0.02 	        10.50 	        -0.23 	         0.13 	         0.62 
        11725 	       25.712 	        -2.34 	         2.26 	        10.09 	         0.89 	         3.38 	         0.07 
        11726 	       25.728 	         0.36 	        -0.59 	         9.21 	         0.57 	        -1.82 	        -0.11 
        11727 	       25.744 	        -0.66 	         0.68 	        11.07 	         0.18 	        -0.72 	         0.11 
        11728 	       25.760 	        -0.27 	         0.06 	         9.72 	         0.08 	        -0.24 	         0.01 
        11729 	       25.776 	        -0.41 	         0.37 	        10.02 	         0.08 	        -0.28 	        -0.01 
        11730 	       25.792 	        -0.41 	        -0.16 	         9.88 	        -0.01 	         0.02 	        -0.01 
        11731 	       25.808 	         0.32 	        -0.04 	         9.71 	         0.00 	        -0.22 	         0.31 
        11732 	       25.824 	        -0.49 	         0.24 	        10.15 	         0.01 	        -0.13 	         0.39 
        11733 	       25.840 	         0.42 	         1.50 	         9.28 	         0.10 	         0.07 	         0.07 
        11734 	       25.856 	         0.08 	        -0.40 	         9.95 	         0.03 	         0.04 	         0.13 
        11735 	       25.872 	        -0.92 	        -1.62 	         9.90 	        -0.02 	         0.22 	         0.35 
        11736 	       25.888 	        -1.32 	        -0.55 	         9.88 	        -0.02 	        -0.05 	         0.34 
        11737 	       25.904 	        -1.30 	         0.02 	         9.47 	        -0.03 	         0.13 	         0.07 
        11738 	       25.920 	         3.92 	         2.89 	         9.07 	        -0.01 	        -0.29 	         0.76 
        11739 	       25.936 	         2.29 	        -1.23 	         9.23 	        -0.01 	        -1.00 	         2.59 
        11740 	       25.952 	        -1.84 	        -1.90 	         7.13 	         0.29 	        -2.05 	         3.31 
        11741 	       25.968 	        -1.98 	        -0.03 	         9.74 	        -0.78 	         0.10 	         3.61 
        11742 	       25.984 	         0.16 	        -0.57 	         9.89 	        -0.02 	         0.11 	         3.51 
        11743 	       26.000 	         0.25 	         0.47 	         9.89 	        -0.00 	         0.01 	         3.37 
        11744 	       26.016 	         0.17 	         0.59 	        10.17 	         0.05 	         0.02 	         3.72 
        11745 	       26.032 	        -1.25 	        -1.72 	        10.70 	        -0.35 	         0.04 	         2.19 
        11746 	       26.048 	        -1.64 	        -1.13 	         9.75 	        -0.78 	         0.01 	         2.01 
        11747 	       26.064 	        -0.45 	        -0.03 	        10.03 	        -1.01 	        -0.02 	         2.16 
        11748 	       26.080 	         1.03 	        -1.28 	         9.41 	        -0.57 	         0.01 	         0.92 
        11749 	       26.096 	         0.34 	         0.12 	         9.67 	        -0.55 	        -0.02 	         0.84 
        11750 	       26.112 	         0.83 	        -0.80 	         9.84 	        -0.22 	        -0.02 	         0.29 
        11751 	       26.128 	         0.07 	        -0.71 	         9.74 	        -0.11 	        -0.03 	         0.12 
        11752 	       26.144 	         0.41 	        -0.93 	         9.71 	        -0.01 	        -0.01 	         0.06 
        11753 	       26.160 	         0.03 	        -0.80 	         9.66 	         0.10 	        -0.00 	         0.07 
        11754 	       26.176 	        -0.04 	        -1.06 	         9.56 	         0.16 	        -0.00 	         0.10 
        11755 	       26.192 	         0.14 	        -0.68 	         9.86 	         0.17 	         0.00 	         0.00 
        11756 	       26.208 	         0.10 	        -0.55 	         9.88 	         0.07 	         0.00 	        -0.02 
        11757 	       26.224 	         0.18 	        -0.54 	         9.88 	         0.06 	         0.00 	        -0.06 
        11758 	       26.240 	         0.19 	        -0.65 	         9.88 	         0.14 	         0.01 	        -0.19 
        11759 	       26.256 	        -0.03 	        -0.61 	         9.66 	         0.38 	         0.03 	        -0.77 
        11760 	       26.272 	         0.33 	        -0.47 	         9.41 	         0.76 	         0.11 	        -1.61 
        11761 	       26.288 	        -0.90 	        -0.83 	         9.92 	         1.44 	         0.10 	        -2.66 
        11762 	       26.304 	         0.24 	         0.51 	        10.45 	         0.01 	         0.05 	        -3.32 
        11763 	       26.320 	         0.33 	        -1.96 	         9.19 	         0.02 	        -0.03 	        -3.72 
        11764 	       26.336 	        -0.56 	        -0.17 	         9.29 	         0.08 	        -0.21 	        -4.26 
        11765 	       26.352 	        -0.27 	         0.12 	        10.12 	         0.29 	         0.05 	        -3.81 
        11766 	       26.368 	        -0.58 	         0.42 	        11.44 	         0.45 	         0.07 	        -4.39 
        11767 	       26.384 	        -1.42 	        -0.43 	         9.19 	         0.28 	        -0.09 	        -4.79 
        11768 	       26.400 	        -1.42 	         0.72 	         9.41 	         0.32 	        -0.18 	        -4.31 
        11769 	       26.416 	        -0.12 	         1.30 	         9.31 	         0.04 	        -0.14 	        -3.54 
        11770 	       26.432 	         0.63 	         0.93 	         9.21 	        -0.05 	        -0.13 	        -2.87 
        11771 	       26.448 	         0.02 	         0.66 	        10.03 	        -0.19 	         0.02 	        -1.64 
        11772 	       26.464 	         0.30 	         0.16 	        10.08 	        -0.14 	        -0.10 	        -1.21 
        11773 	       26.480 	         1.02 	         0.59 	        10.13 	        -0.15 	        -0.07 	        -1.23 
        11774 	       26.496 	         0.20 	        -0.25 	         9.56 	         0.04 	        -0.01 	        -1.23 
        11775 	       26.512 	         0.89 	        -0.57 	        10.02 	         0.04 	        -0.00 	        -1.02 
        11776 	       26.528 	         0.72 	        -0.18 	         9.93 	         0.09 	        -0.02 	        -1.00 
        11777 	       26.544 	         0.11 	         0.11 	         9.65 	         0.07 	        -0.11 	        -0.91 
        11778 	       26.560 	         0.52 	         0.21 	         9.81 	         0.06 	        -0.03 	        -0.44 
        11779 	       26.576 	         0.49 	         0.19 	         9.85 	         0.01 	        -0.00 	        -0.37 
        11780 	       26.592 	         0.84 	         0.20 	         9.76 	        -0.03 	         0.01 	        -0.04 
        11781 	       26.608 	         0.19 	         0.06 	         9.93 	        -0.04 	        -0.01 	        -0.01 
        11782 	       26.624 	         0.25 	         0.20 	         9.69 	        -0.01 	        -0.00 	        -0.03 
        11783 	       26.640 	         0.11 	         0.24 	         9.80 	        -0.01 	        -0.00 	        -0.04 
        11784 	       26.656 	         0.18 	         0.17 	         9.69 	         0.02 	         0.01 	        -0.08 
        11785 	       26.672 	         0.14 	         0.10 	         9.77 	        -0.01 	         0.00 	        -0.10 
        11786 	       26.688 	        -1.33 	        -0.14 	         9.94 	        -0.01 	        -0.00 	        -0.18 
        11787 	       26.704 	        -0.02 	         0.22 	         9.91 	         0.11 	         0.00 	        -0.53 
        11788 	       26.720 	         0.39 	         0.23 	         9.78 	         0.11 	        -0.04 	        -0.50 
        11789 	       26.736 	        -0.34 	         0.00 	         9.83 	         0.10 	        -0.03 	        -0.49 
        11790 	       26.752 	        -0.18 	         0.13 	         9.89 	         0.09 	         0.08 	        -0.57 
        11791 	       26.768 	        -0.05 	         0.17 	         9.74 	         0.03 	         0.04 	        -0.55 
        11792 	       26.784 	        -0.04 	         0.15 	         9.41 	        -0.01 	         0.03 	        -0.54 
        11793 	       26.800 	         0.37 	         0.09 	         9.78 	        -0.03 	        -0.01 	        -0.44 
        11794 	       26.816 	         0.79 	         0.34 	         9.82 	        -0.01 	        -0.03 	        -0.35 
        11795 	       26.832 	         0.66 	         0.16 	         9.81 	        -0.05 	         0.01 	        -0.25 
        11796 	       26.848 	         0.44 	         0.26 	         9.79 	        -0.10 	         0.07 	        -0.20 
        11797 	       26.864 	         0.37 	        -0.09 	         9.85 	        -0.15 	        -0.04 	         0.02 
        11798 	       26.880 	        -0.06 	         0.54 	         9.94 	        -0.13 	        -0.01 	         0.08 
        11799 	       26.896 	         0.51 	         0.47 	         9.84 	        -0.09 	         0.08 	         0.21 
        11800 	       26.912 	         0.68 	         0.59 	         9.60 	        -0.04 	        -0.02 	         0.47 
        11801 	       26.928 	         0.60 	         0.86 	         9.69 	        -0.14 	        -0.01 	         0.81 
        11802 	       26.944 	         0.82 	         1.83 	         9.43 	        -0.13 	        -0.06 	         1.45 
        11803 	       26.960 	         0.41 	         0.60 	        10.17 	        -0.15 	        -0.02 	         2.23 
        11804 	       26.976 	         0.99 	         0.84 	         9.57 	        -0.07 	         0.14 	         2.64 
        11805 	       26.992 	         1.63 	         0.19 	         9.59 	        -0.01 	         0.03 	         2.89 
        11806 	       27.008 	        -0.55 	         0.01 	         9.35 	        -0.09 	         0.01 	         3.13 
        11807 	       27.024 	         1.29 	        -1.86 	        10.05 	        -0.12 	         0.04 	         3.75 
        11808 	       27.040 	         0.34 	         0.00 	        10.20 	        -0.12 	         0.05 	         3.22 
        11809 	       27.056 	        -0.05 	        -0.49 	        10.22 	        -0.02 	         0.05 	         2.80 
        11810 	       27.072 	         0.62 	         0.24 	         9.77 	         0.07 	        -0.00 	         1.99 
        11811 	       27.088 	        -0.32 	        -0.12 	        10.27 	         0.12 	        -0.00 	         1.47 
        11812 	       27.104 	         0.11 	         0.07 	         9.75 	         0.19 	        -0.06 	         1.14 
        11813 	       27.120 	        -0.18 	         0.07 	         9.57 	         0.41 	        -0.01 	         1.14 
        11814 	       27.136 	        -0.84 	        -0.60 	         9.87 	         0.41 	         0.07 	         0.43 
        11815 	       27.152 	        -1.04 	         0.28 	         9.91 	         0.38 	        -0.00 	        -0.04 
        11816 	       27.168 	        -0.45 	        -0.38 	         9.47 	         0.29 	         0.09 	        -0.42 
        11817 	       27.184 	        -0.83 	        -0.55 	         9.61 	         0.11 	         0.29 	        -0.60 
        11818 	       27.200 	        -1.07 	        -0.90 	         9.82 	         0.00 	         0.32 	        -0.83 
        11819 	       27.216 	        -0.45 	         0.34 	         9.17 	        -0.06 	         0.11 	         0.02 
        11820 	       27.232 	        -1.14 	        -0.59 	        10.21 	        -0.24 	         0.53 	        -0.03 
        11821 	       27.248 	        -1.12 	        -1.14 	         9.66 	        -0.32 	         0.82 	        -0.17 
        11822 	       27.264 	        -1.18 	        -0.55 	        11.07 	        -0.55 	         1.17 	        -0.27 
        11823 	       27.280 	        -1.27 	        -0.65 	        10.58 	        -0.75 	         1.59 	        -0.50 
        11824 	       27.296 	        -1.28 	        -0.28 	        10.24 	        -0.93 	         1.40 	        -0.41 
        11825 	       27.312 	         0.34 	         0.66 	         9.03 	        -0.71 	         1.09 	        -0.41 
        11826 	       27.328 	         0.70 	         1.55 	         9.89 	        -0.73 	         1.29 	        -0.55 
        11827 	       27.344 	         0.54 	         1.82 	        10.16 	        -0.56 	         1.42 	        -0.65 
        11828 	       27.360 	        -0.16 	         2.16 	        10.13 	        -0.38 	         1.48 	        -0.54 
        11829 	       27.376 	         0.39 	         2.92 	         8.83 	         0.05 	         1.08 	        -0.13 
        11830 	       27.392 	        -0.18 	         1.18 	         8.24 	         0.12 	         1.13 	         0.46 
        11831 	       27.408 	        -2.02 	        -0.96 	         9.06 	         0.38 	         0.94 	         0.58 
        11832 	       27.424 	        -2.21 	        -2.41 	         8.02 	         0.19 	         0.47 	         0.43 
        11833 	       27.440 	        -3.21 	        -3.85 	         8.41 	         0.00 	        -0.18 	         0.27 
        11834 	       27.456 	        -3.75 	        -4.84 	         7.28 	         0.23 	        -0.67 	         0.11 
        11835 	       27.472 	        -4.33 	        -3.64 	         8.82 	         0.22 	        -1.50 	         0.46 
        11836 	       27.488 	        -3.96 	        -4.89 	         9.02 	         0.08 	        -1.76 	         0.35 
        11837 	       27.504 	        -4.24 	        -2.83 	        10.06 	         0.62 	        -1.39 	         0.22 
        11838 	       27.520 	        -3.17 	        -1.47 	        10.40 	         0.45 	        -1.13 	         0.12 
        11839 	       27.536 	        -1.55 	        -1.83 	         9.42 	        -0.62 	        -1.29 	         0.11 
        11840 	       27.552 	        -2.40 	        -1.86 	        11.80 	        -0.31 	        -0.84 	         0.58 
        11841 	       27.568 	         1.58 	         0.35 	         6.43 	        -0.40 	        -0.59 	         0.48 
        11842 	       27.584 	         0.09 	         1.39 	        10.96 	        -0.50 	        -0.07 	         0.06 
        11843 	       27.600 	         1.29 	         3.29 	         8.80 	        -0.63 	         0.23 	        -0.15 
        11844 	       27.616 	         1.35 	         4.37 	         9.31 	        -0.39 	         0.68 	        -0.25 
        11845 	       27.632 	         1.91 	         4.26 	        10.02 	        -0.06 	         0.58 	        -0.26 
        11846 	       27.648 	         1.54 	         3.08 	         9.43 	         0.35 	         0.39 	        -0.70 
        11847 	       27.664 	         0.35 	         1.96 	        10.55 	         0.78 	         0.20 	        -0.76 
        11848 	       27.680 	        -2.63 	         0.10 	        14.60 	         1.00 	        -0.26 	        -0.51 
        11849 	       27.696 	        -0.18 	         0.94 	        10.42 	         1.46 	        -0.86 	         0.29 
        11850 	       27.712 	        -1.32 	        -1.60 	         7.25 	         0.81 	        -1.10 	         0.38 
        11851 	       27.728 	        -1.74 	        -3.02 	         7.80 	         0.26 	        -1.75 	         0.13 
        11852 	       27.744 	        -4.05 	        -4.38 	         9.78 	         0.38 	        -1.24 	         0.26 
        11853 	       27.760 	        -1.82 	        -3.29 	        10.06 	         0.01 	        -0.45 	         0.26 
        11854 	       27.776 	        -2.81 	        -4.60 	         9.47 	        -0.28 	        -0.08 	         0.38 
        11855 	       27.792 	        -1.72 	        -3.29 	         9.27 	        -0.03 	        -0.35 	         0.18 
        11856 	       27.808 	        -1.64 	        -0.56 	         9.65 	        -0.06 	        -0.39 	        -0.14 
        11857 	       27.824 	        -0.02 	         1.69 	        10.49 	         0.12 	        -0.34 	        -0.70 
        11858 	       27.840 	         2.01 	         3.98 	         9.90 	         0.10 	        -0.11 	        -1.01 
        11859 	       27.856 	         2.90 	         6.39 	        10.10 	        -0.09 	         0.17 	        -0.85 
        11860 	       27.872 	         1.80 	         5.05 	         9.60 	         0.11 	         0.39 	        -0.69 
        11861 	       27.888 	         1.59 	         2.77 	         9.66 	         0.01 	         0.16 	        -0.73 
        11862 	       27.904 	         1.01 	         1.08 	         9.02 	         0.49 	        -0.55 	        -0.25 
        11863 	       27.920 	        -0.30 	        -1.53 	         8.46 	         0.32 	        -0.89 	         0.24 
        11864 	       27.936 	        -1.31 	        -3.68 	        11.60 	        -0.30 	         0.18 	         0.57 
        11865 	       27.952 	        -1.28 	        -3.54 	         9.98 	        -0.37 	         0.55 	         0.57 
        11866 	       27.968 	        -0.72 	        -0.40 	         9.04 	        -0.13 	         0.56 	         0.12 
        11867 	       27.984 	        -1.33 	        -0.21 	         9.72 	         0.29 	        -0.89 	         0.17 
        11868 	       28.000 	        -0.60 	        -0.12 	        10.74 	        -0.17 	         0.07 	         0.61 
        11869 	       28.016 	         0.89 	        -0.58 	        10.28 	        -0.03 	        -0.04 	         0.68 
        11870 	       28.032 	        -0.03 	        -0.16 	         9.58 	        -0.06 	        -0.23 	        -0.00 
        11871 	       28.048 	         1.22 	         0.49 	         9.16 	         0.04 	        -0.30 	        -0.30 
        11872 	       28.064 	        -0.38 	        -0.73 	        10.61 	         0.01 	         0.04 	        -0.04 
        11873 	       28.080 	         0.23 	        -0.08 	        10.13 	         0.03 	         0.18 	        -0.04 
        11874 	       28.096 	         0.65 	         0.08 	        10.25 	        -0.15 	         0.76 	         0.04 
        11875 	       28.112 	         1.08 	        -2.59 	         9.53 	         0.03 	         0.48 	        -1.23 
        11876 	       28.128 	         3.80 	         5.10 	        11.93 	        -0.70 	         1.43 	         0.97 
        11877 	       28.144 	         0.27 	         0.05 	        10.40 	        -0.05 	         0.34 	         0.30 
        11878 	       28.160 	        -0.08 	        -0.27 	         9.37 	        -0.74 	         0.53 	         1.38 
        11879 	       28.176 	        -1.34 	        -1.56 	        11.61 	        -1.02 	         0.60 	         0.77 
        11880 	       28.192 	        -2.28 	        -1.00 	        11.77 	        -1.65 	         0.98 	         0.04 
        11881 	       28.208 	        -2.07 	        -0.87 	        11.48 	        -2.35 	         1.46 	        -0.45 
        11882 	       28.224 	        -1.58 	        -1.54 	        10.97 	        -2.65 	         1.75 	        -0.69 
        11883 	       28.240 	        -1.40 	        -1.46 	        10.50 	        -2.27 	         1.66 	        -0.58 
        11884 	       28.256 	        -0.88 	        -1.55 	        10.10 	        -2.00 	         1.30 	        -0.46 
        11885 	       28.272 	        -0.89 	        -1.32 	         9.80 	        -1.97 	         1.18 	        -0.41 
        11886 	       28.288 	        -1.04 	        -1.99 	         9.46 	        -1.76 	         0.98 	        -0.36 
        11887 	       28.304 	        -1.49 	        -2.32 	         9.15 	        -1.55 	         0.69 	        -0.49 
        11888 	       28.320 	        -1.90 	        -2.88 	         8.93 	        -1.36 	         0.50 	        -0.50 
        11889 	       28.336 	        -2.22 	        -3.29 	         8.85 	        -0.98 	         0.35 	        -0.57 
        11890 	       28.352 	        -2.28 	        -3.45 	         8.47 	        -0.70 	         0.31 	        -0.41 
        11891 	       28.368 	        -2.22 	        -3.83 	         7.83 	        -0.56 	         0.34 	        -0.47 
        11892 	       28.384 	        -1.98 	        -4.25 	         7.18 	        -0.24 	         0.25 	        -0.49 
        11893 	       28.400 	        -1.68 	        -4.39 	         6.30 	         0.31 	        -0.08 	        -0.18 
